eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/q1,loss/q2,loss/v,timestep
279.2,58.88768971525373,5.9603866679253334,6.099863664688733,4.925892282485961,0.05338543332554394,0.05041351991705598,0.00853622964699751,1000
242.7,17.0061753489725,12.313073968581206,0.537285872891835,3.220370318889618,0.059753117801621555,0.058738295899704085,0.006014053223887448,2000
973.3,80.1,67.88880032374908,5.913906910754512,1.9321847664117857,0.11259503469243637,0.11108637371286756,0.00955636236490682,3000
719.8,177.52115366907685,55.627596197655684,13.994529548920701,0.928527622848749,0.14032446985691774,0.13897423588857036,0.011853557137772449,4000
748.7,134.40688226426502,61.08875747142917,12.57189723934806,0.35389462955016693,0.18383807208761563,0.1811329792588948,0.01395891199400646,5000
477.4,70.3024892873645,37.97569337795535,7.100806703518571,0.05961652022786438,0.22051029132306593,0.21898993069678563,0.0163990326612257,6000
473.3,181.31136202676325,35.227696988757536,18.28028768912671,0.2073256544098256,0.24551212363317595,0.2450636987648907,0.02084251596778634,7000
441.7,325.13998523712826,33.7689429403973,30.616740409039984,0.22719512085057783,0.2539295872822406,0.2514247355945413,0.02502765040192754,8000
678.8,228.42714374609687,51.47325056642074,23.505871152911897,0.3573434033859521,0.29757614838331886,0.29670493514835894,0.030272938254289318,9000
105.4,5.141984052872977,3.6216869166819836,0.30955831217550484,0.4331463478319353,0.305476703308522,0.30346614047885,0.037281201763078524,10000
938.9,102.67662830459521,46.44176509209813,25.79039682856622,0.3763454829081893,0.33411668111383885,0.3327128933444623,0.04264594734273842,11000
569.4,177.40811706345343,47.1351843091722,21.17474493390458,0.3550498190857469,0.339953249119222,0.33811656403541546,0.050278669564053496,12000
833.3,201.8068631142162,64.32565895525136,23.49494267367746,0.48549055203422764,0.36248817117512266,0.35999547428637746,0.055426417008042364,13000
750.4,191.59133592101708,60.91441562465953,18.389287304090647,0.39584073327481795,0.40975609168410354,0.40260687531530964,0.05944433058425788,14000
592.4,115.32406513820088,44.4061576005952,12.250026040689537,0.46742283681407487,0.4087492750659582,0.3995382770970466,0.06943611553311359,15000
323.3,311.17552924354453,22.506814241081806,29.929455442373605,0.3843235200420017,0.41574381099641244,0.4100795561671251,0.07535166992060839,16000
941.4,147.43079732538925,27.407518639440738,14.72446152444406,0.43629321903362783,0.45892415970563794,0.46066787116974606,0.0768388532269746,17000
643.2,169.173756830071,50.42767937123064,17.469056859121256,0.3560586884096271,0.4589632738381627,0.44771218165755244,0.08051408089138559,18000
1000.0,0.0,21.154549907520522,0.17782892831849803,0.20848581035435215,0.49786472776532226,0.49796666665375217,0.08639273394457997,19000
739.8,397.4825279178948,58.082446797698495,34.400299708224125,0.28297590733692046,0.50502017068863,0.5033475056439624,0.09414166208729151,20000
667.4,150.27987223843385,56.16802317580447,15.609719556692934,0.3030486788563423,0.5230389894843079,0.5171141665503376,0.10245344227738676,21000
760.8,223.60178890160964,45.43330051108745,20.799368857135057,0.2624274501800539,0.5407554236948487,0.5340137995332487,0.10415857586823406,22000
909.7,179.8321717602276,47.654023391094555,25.85139046413987,0.25189085194468513,0.5782132523804904,0.5748698624596004,0.11111141010560094,23000
246.0,250.81068557778792,10.50794191572387,20.667291325745737,0.18582997639849785,0.5502998610734946,0.5485232911258937,0.10807956676185126,24000
471.7,431.36783607496744,8.460791541620278,10.298696938227872,0.06376223235949868,0.5440650349706418,0.535915310002864,0.1090448120981456,25000
