eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/q1,loss/q2,loss/v,timestep
321.4,38.33588397311323,8.454288130912657,5.159851602671909,4.93067640280723,0.04413210879452534,0.04228455610852696,0.007747288275975734,1000
251.6,21.8961183774659,13.824361694781004,2.061904296251835,3.2224621779918716,0.05512715590093293,0.0538577112089844,0.0059019572876859395,2000
640.1,104.78210725119055,53.55632301482809,11.280575150072519,1.9456280332803682,0.11484484893828614,0.11295128247328115,0.009378507007379074,3000
515.7,100.04004198319791,34.895320285648374,10.699182024686918,0.9769213731586924,0.16347988854348666,0.16141991331800812,0.012331278873141848,4000
171.4,255.1114266354998,13.459322918747052,21.36830884886349,0.5071556740757085,0.22705336027219875,0.22377494634687864,0.016683621020987655,5000
753.0,191.44503127529845,46.08048794645087,20.079010629096963,0.42600774476677217,0.2929635292217129,0.28885514432936876,0.022266090887598698,6000
708.3,257.27458094417335,48.58921694819546,25.6870926232805,0.46421840868145225,0.33810764916241176,0.3342952010333535,0.028441776423715037,7000
625.8,260.5980813436661,51.37215095405296,24.649806886143065,0.6313957569971673,0.3745784610062841,0.3676860086247328,0.03555809262953701,8000
442.6,45.0337651101926,33.456152884682794,4.452529794579815,0.7374836640730515,0.44551468680053924,0.4378829081431036,0.042025423035025586,9000
7.0,0.0,-0.09221625012855011,-0.03421791471033289,0.6893245243877176,0.45281009240448544,0.4468134948387742,0.05023676361516126,10000
576.0,69.2444943659783,44.604602203451265,7.809336140963873,0.7830144930407409,0.49157179647684124,0.481707388773561,0.05407204001210624,11000
209.2,102.07330699061336,4.676680624087952,10.133066656661589,0.70595014480315,0.5081098856031906,0.5004391187280407,0.06360992350243018,12000
