alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critic1,loss/critic2,timestep
1.044986038982871,265.4,42.68067478379413,6.875285204011355,2.2541422898688688,-14.173521939605472,-0.34138211044971883,-35.355722270250354,-35.574261695742614,1000
1.177543313026427,100.4,3.2310988842807022,-0.592016271836792,0.042239122002987683,-34.29220918655393,-1.8989575138688093,-57.139109954834005,-57.51123637008662,2000
1.328050038576123,69.0,0.7745966692414834,-0.24780525823225572,0.010192602706509816,-52.95163713455204,-4.049811636686323,-66.47196488952643,-67.26952633667018,3000
1.488811735749246,73.1,1.4456832294800959,-0.3556310976829263,0.06037216978664845,-70.02812087249738,-6.434286847114559,-72.09803243255608,-72.65905913925168,4000
1.663881170272829,78.4,1.2806248474865696,-0.5808679322926662,0.016793244717128963,-85.88295402526855,-9.146193543910961,-77.57608324432374,-78.3466265411375,5000
1.8532755976915365,169.0,122.80146578929748,2.369714439350197,3.07267023518827,-100.18112200927725,-11.463195059776297,-79.17429438781753,-79.77941069030753,6000
2.056232334017751,68.5,0.5,-0.2240727334669413,-0.022397524438789642,-113.11295009613043,-13.590844819068904,-78.6787953681947,-79.32870351409919,7000
2.275472514629363,75.2,0.7483314773547882,-0.4964828334151839,-0.00106326465166658,-124.98790699768068,-15.536447523117095,-76.86203993988042,-77.63854933929443,8000
2.5113914587497734,82.6,0.8,-0.7927798532168727,-0.023275913588391386,-136.28204226684556,-16.444837966918936,-71.52265810775734,-71.82885298156705,9000
2.7667123847007717,78.4,5.660388679233963,-0.6117621655009422,0.1022197160474402,-146.67970785522482,-18.20359762477881,-70.1663621597291,-70.58090035247803,10000
3.0594986090660092,65.8,1.16619037896906,-0.1261682471096561,-0.013204702630992507,-156.70714303588827,-20.49105584526064,-70.93386345291145,-71.50913996505696,11000
3.388154946088794,64.7,2.9342801502242426,-0.25641048574084746,0.017449134766542175,-165.85811734008777,-22.89307239913945,-72.20495526504502,-72.88208273315425,12000
3.740238162040707,66.2,2.315167380558045,-0.24239434960532463,0.004906928793067974,-174.66579762268054,-23.758965873718253,-67.93435261917091,-68.8406764984134,13000
4.130460082054134,64.2,3.762977544445356,-0.27051096266767044,0.02263259505736945,-183.21629692077641,-26.1875051403046,-69.73799748992933,-70.5307946662904,14000
4.565215680122378,64.1,2.5475478405713994,-0.2896865121673496,0.005731606795534045,-191.39046334838872,-27.579361217498768,-68.63304920196543,-69.28183655166622,15000
5.050464229106903,66.6,2.576819745345025,-0.23721453070686233,0.024261522611869663,-198.61210560607918,-30.85744141960142,-71.39000576019289,-72.42911067199695,16000
5.589010730266556,75.9,37.6946945869044,0.30798774800911444,1.4299100566078904,-206.0806698150638,-32.635415098190265,-72.37046531295766,-73.06178513336178,17000
6.17925434303284,187.6,169.18463287190121,10.225060182758424,13.90878784453578,-213.16353804016128,-35.14166394805913,-73.51395262146009,-74.3068163528443,18000
6.848689943313587,201.2,73.11470440342353,10.83046608057848,5.510390507492112,-220.02016032409662,-38.78066423416131,-77.1970308494567,-78.2725168685912,19000
7.577067387580868,190.7,102.38168781574174,10.060517554278784,9.279648181533235,-226.78511404418956,-40.554204711914146,-77.0620201835631,-77.8048226089477,20000
8.391766444206239,499.0,212.628314201096,35.11902890800282,20.437172242370405,-233.1407182922364,-44.36148221206665,-79.76805801773075,-81.31186140823367,21000
9.292288631439218,234.4,321.1445780330099,13.640961872289184,20.919256356362876,-239.61151457214348,-46.94692286682129,-79.47503478622438,-80.36358107757553,22000
10.261292062759377,175.5,141.5868991114644,8.528158709758701,12.667931622344572,-245.5626302795416,-46.66055918884284,-75.18909376144414,-76.06104743957502,23000
11.311871919631932,863.0,288.9307875599276,77.03843952493861,31.144913382101276,-251.42960725402853,-48.06578808212283,-74.62246152877829,-75.58265947723393,24000
12.486240708351147,61.8,1.7776388834631178,-0.3271212086116882,-0.008418519990690931,-256.90635137939455,-49.95570214462265,-73.83906297683713,-74.90724090576161,25000
13.789081273078914,65.1,3.4770677301427417,-0.29651274862815247,0.022332944849082742,-262.49646643066353,-52.27124729537963,-74.32250193023651,-75.37701193237271,26000
15.240297846794112,117.2,13.926952286842948,-0.5118737236909515,0.4251386796070799,-267.8727563781733,-54.50414256668084,-73.3060951271058,-74.04463396072387,27000
16.858152395248368,317.5,278.43320563467285,28.174358655848202,29.28364998084856,-272.7855444641121,-56.85870718002314,-74.66722465515116,-75.97598052978483,28000
18.644177598953288,58.0,2.32379000772445,-0.34181349726360266,-0.007072605999576554,-277.7229663696296,-60.342333713531495,-74.5792975387572,-75.72446865081794,29000
20.620513391494747,511.3,405.2929927842326,41.02094605327683,38.13623802996099,-282.7756477661146,-62.095288360595696,-77.0823292884826,-77.34470938873321,30000
22.786762233734123,64.5,4.177319714841085,-0.2680763436879388,0.052809404139732896,-287.3615245056155,-64.15555424118044,-76.35164949417111,-77.3011159973145,31000
25.204635786056503,59.5,3.170173496829472,-0.3508484262438324,0.010681563461234991,-291.279599975586,-67.73579034805302,-77.63076568985001,-79.10377922439574,32000
27.87879098701477,157.7,138.00655781519947,3.4377465563109157,2.8605566273182097,-295.0413725585927,-70.03888983154302,-78.22822304153455,-78.83978875732417,33000
30.812623281478903,539.2,295.7768753638458,47.80412553460978,28.894040536274197,-298.8508390808104,-71.70778747940084,-77.76958940887448,-78.73815932083146,34000
34.05164204406737,430.7,244.87590734900806,33.99970665220614,24.985461144553007,-302.28972085571365,-74.87153365325909,-79.76486014938352,-80.82388491821287,35000
37.64310550308231,181.8,273.612426618383,13.587206552403385,28.573571668631264,-305.30375152587914,-76.98709080505385,-78.9582085647584,-79.91094859695444,36000
41.6291935310364,108.8,43.87664526829735,-0.21327853506288005,0.2662054550294657,-308.48913681030274,-79.78255961608878,-79.13612340927126,-80.26581571578966,37000
46.05398842239391,456.7,412.27249483806213,34.57815280457407,37.21393536484778,-311.83741082763663,-83.48233512115476,-80.44362793350226,-81.22839006805424,38000
