alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critic1,loss/critic2,timestep
1.028623430609704,1000.0,0.0,-2.476741862652979,3.1288455685130097,-27.08195126309987,-0.4938114994268401,-23.402790624618483,-24.330819352149923,1000
1.1623951258659386,1000.0,0.0,-2.8056025869215877,3.932386105478384,-73.54579650115971,-2.7166161533594084,-101.98554370880119,-101.64667649078382,2000
1.3014797884225837,1000.0,0.0,-3.5039875658172583,3.3241320937415213,-122.65289888763441,-5.348109738826748,-113.43533000946026,-113.18064372253416,3000
1.4543455284833915,1000.0,0.0,-1.3663259622239234,2.8855016389351236,-171.9589134979252,-8.685692300319667,-125.7813419036869,-125.63650690460214,4000
1.6234081869125334,1000.0,0.0,-2.173737574383046,2.6507308685297613,-220.34431666564942,-12.099623918533316,-133.46098329162598,-133.2455827560425,5000
1.8063050734996777,1000.0,0.0,-1.0982326882044628,2.8375280788694432,-266.63585145568806,-15.616217607498156,-139.3505673599239,-139.37017189788827,6000
2.0096042841672914,1000.0,0.0,-1.608705549650134,3.797835917021371,-310.8862601928717,-19.77653102111815,-147.52351676940972,-147.21107003784132,7000
2.230869423389436,1000.0,0.0,-0.6449972286713579,4.45279065333258,-353.69603057861366,-22.996190603256196,-149.34500791931205,-148.90373941803006,8000
2.4726388525962832,1000.0,0.0,-1.3630622481991244,3.6085849910827763,-393.8656390380861,-26.70441418075564,-152.89537113189684,-152.73742833709684,9000
2.738493166446687,1000.0,0.0,-0.5072936669023405,3.3631497484911934,-431.9179617004396,-30.231866477966335,-154.8460312347413,-154.33099874877902,10000
3.033055555343632,1000.0,0.0,-0.26241471900866153,3.5479871644819196,-468.09467364501955,-33.90129614639278,-156.6296763610834,-156.6468166961672,11000
3.357037282705311,1000.0,0.0,0.39552300771195437,3.8934808443217395,-502.1897142944341,-37.269339992523186,-157.3307202835086,-157.3391629562378,12000
3.7122138724327094,1000.0,0.0,-0.3715526171406176,4.82260789677929,-534.5613540649397,-40.39378403472907,-157.26140437316886,-157.48798799133283,13000
4.103835186243043,1000.0,0.0,-0.7564719282955402,2.538327773556448,-565.6373810424806,-43.48910293579104,-157.02980165100126,-157.23256236267096,14000
4.538767436504385,1000.0,0.0,0.8041557320891836,4.03935687983129,-594.7812302246106,-47.40904502487179,-158.7307395248409,-158.8127686233522,15000
5.019544092178346,1000.0,0.0,0.0002609346669418166,2.8563813930900848,-622.7020643920903,-50.600500011444005,-158.39395346832288,-158.96439128875772,16000
5.551173900127412,1000.0,0.0,-0.7730628030210183,3.685844159543452,-649.0294256591785,-54.21404068756104,-159.9098551101683,-160.15182763671854,17000
6.1390788588523915,1000.0,0.0,0.35344720541633823,3.8769487378057375,-673.7618106079084,-57.7877886924744,-159.8475792160034,-159.99899444580046,18000
