alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critic1,loss/critic2,timestep
1.045309925258159,1000.0,0.0,-2.634661286319831,4.728689154302733,-20.70190641953053,-0.6171598903850248,-51.460211954593696,-51.52327124643316,1000
1.170961674690248,1000.0,0.0,1.258016593022973,3.63482338080139,-50.80629239654543,-2.614210813641545,-84.18183262634267,-84.21047106933597,2000
1.3111737800836571,1000.0,0.0,-1.114422642335305,2.6244057179351232,-81.54310026550277,-5.339122732162475,-95.18967190551756,-95.24347634887701,3000
1.4683856736421599,1000.0,0.0,-0.9354760955413608,3.311075105677895,-110.96175083923352,-8.706477439880366,-104.71934709167486,-105.07171122741707,4000
1.6396759490966786,1000.0,0.0,-2.144664694021746,2.875560372204407,-138.91437023925783,-12.054078680992136,-108.6869936828616,-108.88026612854006,5000
1.8254715729951838,1000.0,0.0,-1.302478368525322,3.629042600604061,-165.41137762451174,-15.581749046325701,-111.39582455444345,-111.83094268798824,6000
2.0295269347429263,1000.0,0.0,-1.512533363926417,3.4247948430659156,-190.4621320037844,-19.387117221832263,-114.15113474273674,-114.67919612884519,7000
2.255140940666202,1000.0,0.0,-3.8225374578470808,3.354031784780605,-214.01337005615255,-23.420680862426796,-117.34803092956557,-117.35992936706546,8000
2.5048730742931324,1000.0,0.0,-3.9589709284147045,3.2258295971341435,-236.50263215637176,-27.670612979888897,-119.22359878540031,-119.81863314819338,9000
2.7776773035526294,1000.0,0.0,-3.9463323437585762,3.587234198196044,-257.90002339172395,-31.29627881240841,-118.6784061203003,-118.97680964660667,10000
3.07570326948166,1000.0,0.0,-3.7544910110561283,3.6237954470203735,-278.28437484741306,-34.643283699035564,-116.86136149597148,-117.12250853729249,11000
3.402730493783949,1000.0,0.0,-2.5306865049553346,3.926828168556873,-297.7796348571784,-38.095940071105936,-114.70973210144058,-114.62379048919665,12000
3.764988886117936,1000.0,0.0,-1.7560113279749439,3.1677782713458704,-316.5347472534184,-42.03806568527224,-114.66946222686775,-114.25387746429426,13000
4.169961112022397,1000.0,0.0,-0.2765580201508202,9.37580273182697,-334.3053424987795,-46.48010911560054,-115.76434873962404,-115.35692823028567,14000
4.61597703266144,1000.0,0.0,-0.4529892582093116,7.239293724078998,-351.1877297668452,-50.176558132171664,-116.40389091491703,-116.03841276550285,15000
5.108051179409034,1000.0,0.0,-2.522872605657406,6.378975936480691,-366.9977295532225,-54.21152610397331,-116.36297033691397,-116.14177552032479,16000
5.6520332546234116,1000.0,0.0,7.5708351997162975,12.926508779252806,-383.0360194702148,-58.57470183181761,-117.9854081954958,-117.15198308563245,17000
6.2581785287857,1000.0,0.0,24.993255823367797,25.007593716995647,-397.1769143981932,-62.86487460327147,-117.20817292022711,-117.15211751556409,18000
6.924176251888281,1000.0,0.0,-0.7769065007241615,6.701730765578237,-411.3563953552245,-67.52899712371811,-118.4102828598022,-118.26723361968983,19000
7.664455484867108,1000.0,0.0,20.284122540828406,18.945303846909287,-424.84681991577105,-71.80799822998058,-118.48998671722391,-118.47716801452637,20000
8.48312793064119,1000.0,0.0,-0.14657668346974995,5.602343696659521,-437.7377383728023,-76.91479400634772,-119.415938217163,-119.31920600891124,21000
9.389138513565065,1000.0,0.0,3.5734573194425314,10.108203014472391,-450.3853699340814,-81.39971792602536,-119.9273904953002,-119.95233072662352,22000
10.386532260894777,1000.0,0.0,19.819487862479658,21.883701342001675,-462.4211800231932,-85.58862503814694,-121.66173715209958,-121.7388685379028,23000
11.48177957439422,1000.0,0.0,44.06407623155522,25.375216283841052,-473.8292862243661,-88.45012306213394,-122.04733729553222,-122.29545747375498,24000
12.684912588119502,1000.0,0.0,7.229150462556892,8.321176561696433,-484.35021670532245,-91.59893611907961,-118.58818531799312,-118.71491853332546,25000
14.016139007568327,1000.0,0.0,14.9370572717797,10.81886334113189,-495.27468585205014,-95.61630985259994,-120.081072441101,-120.29017191314712,26000
15.496779623985288,1000.0,0.0,26.405761079944263,30.225906887049685,-505.4498391723634,-100.37419188690194,-123.36468013000493,-123.7005653915406,27000
17.14716152572634,1000.0,0.0,14.954656702163385,18.447220961468417,-515.3143657226562,-106.14321327972398,-129.47699546051047,-129.45593676757804,28000
18.97796113967889,1000.0,0.0,62.2459971629844,2.7333071049680924,-525.0902876586913,-111.63622550964342,-131.08584816741956,-131.62169351959193,29000
21.017705162048387,1000.0,0.0,47.94358094959081,20.42521357120675,-534.0185050964369,-118.43608997344963,-138.06934192657468,-138.19109038543735,30000
23.250258195877066,1000.0,0.0,53.90383247070935,3.1697247869451677,-542.7165637207042,-121.31799368286131,-138.43317823791466,-138.95654659271264,31000
25.69895044517507,1000.0,0.0,25.10546089797564,25.689655446027672,-550.7004631958002,-125.48127694702143,-138.31354540252698,-138.91106102752667,32000
28.403424617767342,1000.0,0.0,63.13906531594887,5.640166983530112,-558.4751246337886,-129.14728813171402,-138.7936408615113,-139.40814937591577,33000
31.390885089874228,1000.0,0.0,54.37362726488861,2.8524995638222497,-566.2614296264646,-133.5756092910769,-142.33197486114508,-142.49670224761968,34000
34.70685833740239,1000.0,0.0,63.99799435889022,3.9363378849284536,-573.5304639282219,-137.65599780273422,-141.07830929565432,-141.8776995010375,35000
38.378394824981704,1000.0,0.0,54.978693262256705,20.51865929285163,-579.688528381347,-143.68293023681687,-144.9061608581549,-145.04557694244343,36000
42.441568920135516,1000.0,0.0,56.07433125351751,18.696356592968613,-586.4653839721672,-147.70266862487819,-145.63480511474603,-146.170753166199,37000
46.94336042785659,1000.0,0.0,64.32084993302787,3.2131407354877686,-592.5204176635737,-154.2619627990721,-148.9518923873906,-149.45991768646243,38000
51.93842311096191,1000.0,0.0,64.15244430806906,3.7990463075483873,-598.3339328002932,-159.67979347229027,-150.71855148315473,-151.03560066223167,39000
57.41606013870231,1000.0,0.0,43.87700937452694,17.4650210384086,-603.9300756835943,-162.29675927734377,-148.13754767608654,-148.92336702728292,40000
63.45048343658456,1000.0,0.0,63.89520682630635,3.2325593453745,-609.4655399780277,-166.79330241394078,-149.5640020370484,-150.36988242340072,41000
70.13274896240256,1000.0,0.0,43.08449424953776,23.889207529309235,-614.4170784912109,-170.8443354339599,-150.07997751617424,-150.30052022552468,42000
77.51372441864015,1000.0,0.0,62.68996917818407,16.648323237156898,-619.6122009277333,-175.04334591674802,-150.49889646911652,-150.54525791168209,43000
85.64294799041741,1000.0,0.0,67.75596748192115,2.951113889179435,-623.8931806640633,-177.28417407226587,-147.98254177856447,-148.64805423736607,44000
94.5720282516478,1000.0,0.0,62.70212718047572,3.2811969530817344,-628.6475337524419,-180.31540264892587,-148.18662908172607,-148.71515113067645,45000
104.49448596954336,1000.0,0.0,67.44817561181637,3.0395205846854756,-632.8999122314452,-183.97474398803706,-146.13621593475364,-146.55811813354475,46000
115.49444395446803,1000.0,0.0,66.01831904621098,3.1823571756688716,-637.2720228881825,-190.14124339294455,-147.30762207031273,-148.49761103820788,47000
127.76756086730963,1000.0,0.0,68.01455055421421,3.0082327417492847,-641.0185326538087,-196.4835128021239,-150.89648336792004,-151.67882976531965,48000
